"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"6150","0","0","1","0.00","0","0","v Australia","Visakhapatnam","20 Oct 2010","ODI # 3060","MS Dhoni ",28081
"6151","25","25","35","71.42","1","0","v South Africa","Durban","12 Jan 2011","ODI # 3079","MS Dhoni ",28081
"6152","38","38","61","62.29","1","0","v South Africa","Johannesburg","15 Jan 2011","ODI # 3080","MS Dhoni ",28081
"6153","5","5","12","41.66","1","0","v South Africa","Cape Town","18 Jan 2011","ODI # 3082","MS Dhoni ",28081
"6154","2","2","8","25.00","0","0","v South Africa","Port Elizabeth","21 Jan 2011","ODI # 3084","MS Dhoni ",28081
"6155","5","5","10","50.00","1","0","v South Africa","Centurion","23 Jan 2011","ODI # 3087","MS Dhoni ",28081
"6156","DNB","-","-","-","-","-","v Bangladesh","Dhaka","19 Feb 2011","ODI # 3100","MS Dhoni ",28081
"6157","31","31","25","124.00","3","1","v England","Bengaluru","27 Feb 2011","ODI # 3110","MS Dhoni ",28081
"6158","34","34","50","68.00","2","0","v Ireland","Bengaluru","6 Mar 2011","ODI # 3121","MS Dhoni ",28081
"6159","19*","19","40","47.50","2","0","v Netherlands","Delhi","9 Mar 2011","ODI # 3124","MS Dhoni ",28081
"6160","12*","12","21","57.14","0","0","v South Africa","Nagpur","12 Mar 2011","ODI # 3128","MS Dhoni ",28081
"6161","22","22","30","73.33","1","0","v West Indies","Chennai","20 Mar 2011","ODI # 3141","MS Dhoni ",28081
"6162","7","7","8","87.50","1","0","v Australia","Ahmedabad","24 Mar 2011","ODI # 3143","MS Dhoni ",28081
"6163","25","25","42","59.52","2","0","v Pakistan","Mohali","30 Mar 2011","ODI # 3147","MS Dhoni ",28081
"6164","91*","91","79","115.18","8","2","v Sri Lanka","Mumbai","2 Apr 2011","ODI # 3148","MS Dhoni ",28081
"6165","33","33","36","91.66","2","0","v England","Chester-le-Street","3 Sep 2011","ODI # 3186","MS Dhoni ",28081
"6166","6","6","5","120.00","1","0","v England","Southampton","6 Sep 2011","ODI # 3187","MS Dhoni ",28081
"6167","69","69","103","66.99","5","0","v England","The Oval","9 Sep 2011","ODI # 3189","MS Dhoni ",28081
"6168","78*","78","71","109.85","6","3","v England","Lord's","11 Sep 2011","ODI # 3191","MS Dhoni ",28081
"6169","50*","50","26","192.30","5","2","v England","Cardiff","16 Sep 2011","ODI # 3195","MS Dhoni ",28081
"6170","87*","87","70","124.28","10","1","v England","Hyderabad (Deccan)","14 Oct 2011","ODI # 3199","MS Dhoni ",28081
"6171","DNB","-","-","-","-","-","v England","Delhi","17 Oct 2011","ODI # 3201","MS Dhoni ",28081
"6172","35*","35","31","112.90","3","0","v England","Mohali","20 Oct 2011","ODI # 3205","MS Dhoni ",28081
"6173","15*","15","18","83.33","1","1","v England","Mumbai","23 Oct 2011","ODI # 3207","MS Dhoni ",28081
"6174","75*","75","69","108.69","3","4","v England","Kolkata","25 Oct 2011","ODI # 3210","MS Dhoni ",28081
"6175","29","29","38","76.31","1","0","v Australia","Melbourne","5 Feb 2012","ODI # 3231","MS Dhoni ",28081
"6176","4","4","5","80.00","1","0","v Sri Lanka","Perth","8 Feb 2012","ODI # 3233","MS Dhoni ",28081
"6177","44*","44","58","75.86","0","1","v Australia","Adelaide","12 Feb 2012","ODI # 3237","MS Dhoni ",28081
"6178","58*","58","69","84.05","3","1","v Sri Lanka","Adelaide","14 Feb 2012","ODI # 3239","MS Dhoni ",28081
"6179","56","56","84","66.66","2","1","v Australia","Brisbane","19 Feb 2012","ODI # 3244","MS Dhoni ",28081
"6180","14","14","49","28.57","0","0","v Australia","Sydney","26 Feb 2012","ODI # 3250","MS Dhoni ",28081
"6181","DNB","-","-","-","-","-","v Sri Lanka","Hobart","28 Feb 2012","ODI # 3251","MS Dhoni ",28081
"6182","46*","46","26","176.92","6","1","v Sri Lanka","Dhaka","13 Mar 2012","ODI # 3259","MS Dhoni ",28081
"6183","21*","21","11","190.90","2","0","v Bangladesh","Dhaka","16 Mar 2012","ODI # 3261","MS Dhoni ",28081
"6184","4*","4","1","400.00","1","0","v Pakistan","Dhaka","18 Mar 2012","ODI # 3263","MS Dhoni ",28081
"6185","35","35","29","120.68","3","1","v Sri Lanka","Hambantota","21 Jul 2012","ODI # 3291","MS Dhoni ",28081
"6186","11","11","16","68.75","2","0","v Sri Lanka","Hambantota","24 Jul 2012","ODI # 3292","MS Dhoni ",28081
"6187","31","31","49","63.26","1","0","v Sri Lanka","Colombo (RPS)","28 Jul 2012","ODI # 3293","MS Dhoni ",28081
"6188","DNB","-","-","-","-","-","v Sri Lanka","Colombo (RPS)","31 Jul 2012","ODI # 3294","MS Dhoni ",28081
"6189","58","58","38","152.63","8","1","v Sri Lanka","Pallekele","4 Aug 2012","ODI # 3295","MS Dhoni ",28081
"6190","113*","113","125","90.40","7","3","v Pakistan","Chennai","30 Dec 2012","ODI # 3314","MS Dhoni ",28081
"6191","54*","54","89","60.67","4","1","v Pakistan","Kolkata","3 Jan 2013","ODI # 3315","MS Dhoni ",28081
"6192","36","36","55","65.45","1","3","v Pakistan","Delhi","6 Jan 2013","ODI # 3316","MS Dhoni ",28081
"6193","32","32","25","128.00","0","4","v England","Rajkot","11 Jan 2013","ODI # 3318","MS Dhoni ",28081
"6194","72","72","66","109.09","7","2","v England","Kochi","15 Jan 2013","ODI # 3320","MS Dhoni ",28081
"6195","10*","10","12","83.33","2","0","v England","Ranchi","19 Jan 2013","ODI # 3322","MS Dhoni ",28081
"6196","19","19","21","90.47","2","0","v England","Mohali","23 Jan 2013","ODI # 3327","MS Dhoni ",28081
"6197","15","15","23","65.21","2","0","v England","Dharamsala","27 Jan 2013","ODI # 3329","MS Dhoni ",28081
"6198","27","27","26","103.84","3","0","v South Africa","Cardiff","6 Jun 2013","ODI # 3363","MS Dhoni ",28081
"6199","DNB","-","-","-","-","-","v West Indies","The Oval","11 Jun 2013","ODI # 3368","MS Dhoni ",28081
"6200","DNB","-","-","-","-","-","v Pakistan","Birmingham","15 Jun 2013","ODI # 3372","MS Dhoni ",28081
"6201","DNB","-","-","-","-","-","v Sri Lanka","Cardiff","20 Jun 2013","ODI # 3376","MS Dhoni ",28081
"6202","0","0","4","0.00","0","0","v England","Birmingham","23 Jun 2013","ODI # 3377","MS Dhoni ",28081
"6203","27","27","35","77.14","1","0","v West Indies","Kingston","30 Jun 2013","ODI # 3380","MS Dhoni ",28081
"6204","45*","45","52","86.53","5","2","v Sri Lanka","Port of Spain","11 Jul 2013","ODI # 3388","MS Dhoni ",28081
"6205","19","19","22","86.36","2","0","v Australia","Pune","13 Oct 2013","ODI # 3419","MS Dhoni ",28081
"6206","DNB","-","-","-","-","-","v Australia","Jaipur","16 Oct 2013","ODI # 3420","MS Dhoni ",28081
"6207","139*","139","121","114.87","12","5","v Australia","Mohali","19 Oct 2013","ODI # 3421","MS Dhoni ",28081
"6208","DNB","-","-","-","-","-","v Australia","Ranchi","23 Oct 2013","ODI # 3422","MS Dhoni ",28081
"6209","25*","25","23","108.69","2","0","v Australia","Nagpur","30 Oct 2013","ODI # 3424","MS Dhoni ",28081
"6210","62","62","38","163.15","7","2","v Australia","Bengaluru","2 Nov 2013","ODI # 3428","MS Dhoni ",28081
"6211","13*","13","7","185.71","3","0","v West Indies","Kochi","21 Nov 2013","ODI # 3436","MS Dhoni ",28081
"6212","51*","51","40","127.50","3","4","v West Indies","Visakhapatnam","24 Nov 2013","ODI # 3437","MS Dhoni ",28081
"6213","23*","23","23","100.00","3","0","v West Indies","Kanpur","27 Nov 2013","ODI # 3439","MS Dhoni ",28081
"6214","65","65","71","91.54","8","1","v South Africa","Johannesburg","5 Dec 2013","ODI # 3442","MS Dhoni ",28081
"6215","19","19","31","61.29","0","0","v South Africa","Durban","8 Dec 2013","ODI # 3443","MS Dhoni ",28081
"6216","TDNB","-","-","-","-","-","v South Africa","Centurion","11 Dec 2013","ODI # 3444","MS Dhoni ",28081
"6217","40","40","46","86.95","2","2","v New Zealand","Napier","19 Jan 2014","ODI # 3456","MS Dhoni ",28081
"6218","56","56","44","127.27","7","1","v New Zealand","Hamilton","22 Jan 2014","ODI # 3458","MS Dhoni ",28081
"6219","50","50","60","83.33","2","3","v New Zealand","Auckland","25 Jan 2014","ODI # 3462","MS Dhoni ",28081
"6220","79*","79","73","108.21","6","3","v New Zealand","Hamilton","28 Jan 2014","ODI # 3465","MS Dhoni ",28081
"6221","47","47","72","65.27","3","0","v New Zealand","Wellington","31 Jan 2014","ODI # 3467","MS Dhoni ",28081
"6222","52","52","51","101.96","6","0","v England","Cardiff","27 Aug 2014","ODI # 3517","MS Dhoni ",28081
"6223","DNB","-","-","-","-","-","v England","Nottingham","30 Aug 2014","ODI # 3520","MS Dhoni ",28081
"6224","DNB","-","-","-","-","-","v England","Birmingham","2 Sep 2014","ODI # 3523","MS Dhoni ",28081
"6225","29","29","42","69.04","1","1","v England","Leeds","5 Sep 2014","ODI # 3525","MS Dhoni ",28081
"6226","8","8","21","38.09","0","0","v West Indies","Kochi","8 Oct 2014","ODI # 3531","MS Dhoni ",28081
"6227","51*","51","40","127.50","5","1","v West Indies","Delhi","11 Oct 2014","ODI # 3533","MS Dhoni ",28081
"6228","6","6","5","120.00","0","0","v West Indies","Dharamsala","17 Oct 2014","ODI # 3535","MS Dhoni ",28081
"6229","19","19","31","61.29","2","0","v Australia","Melbourne","18 Jan 2015","ODI # 3582","MS Dhoni ",28081
"6230","34","34","61","55.73","1","0","v England","Brisbane","20 Jan 2015","ODI # 3586","MS Dhoni ",28081
"6231","DNB","-","-","-","-","-","v Australia","Sydney","26 Jan 2015","ODI # 3592","MS Dhoni ",28081
"6232","17","17","32","53.12","3","0","v England","Perth","30 Jan 2015","ODI # 3595","MS Dhoni ",28081
"6233","18","18","13","138.46","1","1","v Pakistan","Adelaide","15 Feb 2015","ODI # 3602","MS Dhoni ",28081
"6234","18","18","11","163.63","3","0","v South Africa","Melbourne","22 Feb 2015","ODI # 3610","MS Dhoni ",28081
"6235","DNB","-","-","-","-","-","v U.A.E.","Perth","28 Feb 2015","ODI # 3618","MS Dhoni ",28081
"6236","45*","45","56","80.35","3","1","v West Indies","Perth","6 Mar 2015","ODI # 3625","MS Dhoni ",28081
"6237","DNB","-","-","-","-","-","v Ireland","Hamilton","10 Mar 2015","ODI # 3631","MS Dhoni ",28081
"6238","85*","85","76","111.84","8","2","v Zimbabwe","Auckland","14 Mar 2015","ODI # 3636","MS Dhoni ",28081
"6239","6","6","11","54.54","0","0","v Bangladesh","Melbourne","19 Mar 2015","ODI # 3641","MS Dhoni ",28081
"6240","65","65","65","100.00","3","2","v Australia","Sydney","26 Mar 2015","ODI # 3645","MS Dhoni ",28081
"6241","5","5","7","71.42","0","0","v Bangladesh","Dhaka","18 Jun 2015","ODI # 3658","MS Dhoni ",28081
"6242","47","47","75","62.66","3","0","v Bangladesh","Dhaka","21 Jun 2015","ODI # 3660","MS Dhoni ",28081
"6243","69","69","77","89.61","6","1","v Bangladesh","Dhaka","24 Jun 2015","ODI # 3661","MS Dhoni ",28081
"6244","31","31","30","103.33","1","0","v South Africa","Kanpur","11 Oct 2015","ODI # 3689","MS Dhoni ",28081
"6245","92*","92","86","106.97","7","4","v South Africa","Indore","14 Oct 2015","ODI # 3692","MS Dhoni ",28081
"6246","47","47","61","77.04","5","0","v South Africa","Rajkot","18 Oct 2015","ODI # 3695","MS Dhoni ",28081
"6247","15","15","16","93.75","1","0","v South Africa","Chennai","22 Oct 2015","ODI # 3698","MS Dhoni ",28081
"6248","27","27","29","93.10","3","0","v South Africa","Mumbai","25 Oct 2015","ODI # 3700","MS Dhoni ",28081
"6249","18","18","13","138.46","1","1","v Australia","Perth","12 Jan 2016","ODI # 3723","MS Dhoni ",28081
"6250","11","11","10","110.00","0","0","v Australia","Brisbane","15 Jan 2016","ODI # 3724","MS Dhoni ",28081
"6251","23","23","9","255.55","2","2","v Australia","Melbourne","17 Jan 2016","ODI # 3725","MS Dhoni ",28081
"6252","0","0","3","0.00","0","0","v Australia","Canberra","20 Jan 2016","ODI # 3726","MS Dhoni ",28081
"6253","34","34","42","80.95","1","1","v Australia","Sydney","23 Jan 2016","ODI # 3727","MS Dhoni ",28081
"6254","DNB","-","-","-","-","-","v Zimbabwe","Harare","11 Jun 2016","ODI # 3742","MS Dhoni ",28081
"6255","DNB","-","-","-","-","-","v Zimbabwe","Harare","13 Jun 2016","ODI # 3744","MS Dhoni ",28081
"6256","DNB","-","-","-","-","-","v Zimbabwe","Harare","15 Jun 2016","ODI # 3746","MS Dhoni ",28081
"6257","21","21","24","87.50","1","1","v New Zealand","Dharamsala","16 Oct 2016","ODI # 3796","MS Dhoni ",28081
"6258","39","39","65","60.00","3","0","v New Zealand","Delhi","20 Oct 2016","ODI # 3797","MS Dhoni ",28081
"6259","80","80","91","87.91","6","3","v New Zealand","Mohali","23 Oct 2016","ODI # 3798","MS Dhoni ",28081
"6260","11","11","31","35.48","0","0","v New Zealand","Ranchi","26 Oct 2016","ODI # 3799","MS Dhoni ",28081
"6261","41","41","59","69.49","4","1","v New Zealand","Visakhapatnam","29 Oct 2016","ODI # 3800","MS Dhoni ",28081
"6262","6","6","6","100.00","1","0","v England","Pune","15 Jan 2017","ODI # 3819","MS Dhoni ",28081
"6263","134","134","122","109.83","10","6","v England","Cuttack","19 Jan 2017","ODI # 3821","MS Dhoni ",28081
"6264","25","25","36","69.44","1","1","v England","Kolkata","22 Jan 2017","ODI # 3824","MS Dhoni ",28081
"6265","DNB","-","-","-","-","-","v Pakistan","Birmingham","4 Jun 2017","ODI # 3878","MS Dhoni ",28081
"6266","63","63","52","121.15","7","2","v Sri Lanka","The Oval","8 Jun 2017","ODI # 3882","MS Dhoni ",28081
"6267","DNB","-","-","-","-","-","v South Africa","The Oval","11 Jun 2017","ODI # 3886","MS Dhoni ",28081
"6268","DNB","-","-","-","-","-","v Bangladesh","Birmingham","15 Jun 2017","ODI # 3891","MS Dhoni ",28081
"6269","4","4","16","25.00","0","0","v Pakistan","The Oval","18 Jun 2017","ODI # 3894","MS Dhoni ",28081
"6270","9*","9","9","100.00","1","0","v West Indies","Port of Spain","23 Jun 2017","ODI # 3895","MS Dhoni ",28081
"6271","13*","13","13","100.00","1","0","v West Indies","Port of Spain","25 Jun 2017","ODI # 3896","MS Dhoni ",28081
"6272","78*","78","79","98.73","4","2","v West Indies","North Sound","30 Jun 2017","ODI # 3898","MS Dhoni ",28081
"6273","54","54","114","47.36","1","0","v West Indies","North Sound","2 Jul 2017","ODI # 3900","MS Dhoni ",28081
"6274","DNB","-","-","-","-","-","v West Indies","Kingston","6 Jul 2017","ODI # 3902","MS Dhoni ",28081
"6275","DNB","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2017","ODI # 3905","MS Dhoni ",28081
"6276","45*","45","68","66.17","1","0","v Sri Lanka","Pallekele","24 Aug 2017","ODI # 3906","MS Dhoni ",28081
"6277","67*","67","86","77.90","4","1","v Sri Lanka","Pallekele","27 Aug 2017","ODI # 3907","MS Dhoni ",28081
"6278","49*","49","42","116.66","5","1","v Sri Lanka","Colombo (RPS)","31 Aug 2017","ODI # 3908","MS Dhoni ",28081
"6279","1*","1","1","100.00","0","0","v Sri Lanka","Colombo (RPS)","3 Sep 2017","ODI # 3909","MS Dhoni ",28081
"6280","79","79","88","89.77","4","2","v Australia","Chennai","17 Sep 2017","ODI # 3910","MS Dhoni ",28081
"6281","5","5","10","50.00","1","0","v Australia","Kolkata","21 Sep 2017","ODI # 3912","MS Dhoni ",28081
"6282","3*","3","6","50.00","0","0","v Australia","Indore","24 Sep 2017","ODI # 3914","MS Dhoni ",28081
"6283","13","13","10","130.00","1","1","v Australia","Bengaluru","28 Sep 2017","ODI # 3917","MS Dhoni ",28081
"6284","DNB","-","-","-","-","-","v Australia","Nagpur","1 Oct 2017","ODI # 3919","MS Dhoni ",28081
"6285","25","25","42","59.52","2","0","v New Zealand","Mumbai","22 Oct 2017","ODI # 3928","MS Dhoni ",28081
"6286","18*","18","21","85.71","3","0","v New Zealand","Pune","25 Oct 2017","ODI # 3931","MS Dhoni ",28081
"6287","25","25","17","147.05","3","0","v New Zealand","Kanpur","29 Oct 2017","ODI # 3932","MS Dhoni ",28081
"6288","65","65","87","74.71","10","2","v Sri Lanka","Dharamsala","10 Dec 2017","ODI # 3939","MS Dhoni ",28081
"6289","7","7","5","140.00","0","1","v Sri Lanka","Mohali","13 Dec 2017","ODI # 3941","MS Dhoni ",28081
"6290","DNB","-","-","-","-","-","v Sri Lanka","Visakhapatnam","17 Dec 2017","ODI # 3942","MS Dhoni ",28081
"6291","4*","4","3","133.33","1","0","v South Africa","Durban","1 Feb 2018","ODI # 3969","MS Dhoni ",28081
"6292","DNB","-","-","-","-","-","v South Africa","Centurion","4 Feb 2018","ODI # 3970","MS Dhoni ",28081
"6293","10","10","22","45.45","0","0","v South Africa","Cape Town","7 Feb 2018","ODI # 3971","MS Dhoni ",28081
"6294","42*","42","43","97.67","3","1","v South Africa","Johannesburg","10 Feb 2018","ODI # 3973","MS Dhoni ",28081
"6295","13","13","17","76.47","1","0","v South Africa","Port Elizabeth","13 Feb 2018","ODI # 3976","MS Dhoni ",28081
"6296","DNB","-","-","-","-","-","v South Africa","Centurion","16 Feb 2018","ODI # 3978","MS Dhoni ",28081
"6297","DNB","-","-","-","-","-","v England","Nottingham","12 Jul 2018","ODI # 4014","MS Dhoni ",28081
"6298","37","37","59","62.71","2","0","v England","Lord's","14 Jul 2018","ODI # 4016","MS Dhoni ",28081
"6299","42","42","66","63.63","4","0","v England","Leeds","17 Jul 2018","ODI # 4018","MS Dhoni ",28081
"6300","0","0","3","0.00","0","0","v Hong Kong","Dubai (DSC)","18 Sep 2018","ODI # 4039","MS Dhoni ",28081
"6301","DNB","-","-","-","-","-","v Pakistan","Dubai (DSC)","19 Sep 2018","ODI # 4040","MS Dhoni ",28081
"6302","33","33","37","89.18","3","0","v Bangladesh","Dubai (DSC)","21 Sep 2018","ODI # 4042","MS Dhoni ",28081
"6303","DNB","-","-","-","-","-","v Pakistan","Dubai (DSC)","23 Sep 2018","ODI # 4044","MS Dhoni ",28081
"6304","8","8","17","47.05","0","0","v Afghanistan","Dubai (DSC)","25 Sep 2018","ODI # 4046","MS Dhoni ",28081
"6305","36","36","67","53.73","3","0","v Bangladesh","Dubai (DSC)","28 Sep 2018","ODI # 4048","MS Dhoni ",28081
"6306","DNB","-","-","-","-","-","v West Indies","Guwahati","21 Oct 2018","ODI # 4056","MS Dhoni ",28081
"6307","20","20","25","80.00","0","1","v West Indies","Visakhapatnam","24 Oct 2018","ODI # 4059","MS Dhoni ",28081
"6308","7","7","11","63.63","0","0","v West Indies","Pune","27 Oct 2018","ODI # 4062","MS Dhoni ",28081
"6309","23","23","15","153.33","2","0","v West Indies","Mumbai (BS)","29 Oct 2018","ODI # 4063","MS Dhoni ",28081
"6310","DNB","-","-","-","-","-","v West Indies","Thiruvananthapuram","1 Nov 2018","ODI # 4064","MS Dhoni ",28081
"6311","51","51","96","53.12","3","1","v Australia","Sydney","12 Jan 2019","ODI # 4077","MS Dhoni ",28081
"6312","55*","55","54","101.85","0","2","v Australia","Adelaide","15 Jan 2019","ODI # 4078","MS Dhoni ",28081
"6313","87*","87","114","76.31","6","0","v Australia","Melbourne","18 Jan 2019","ODI # 4079","MS Dhoni ",28081
"6314","DNB","-","-","-","-","-","v New Zealand","Napier","23 Jan 2019","ODI # 4082","MS Dhoni ",28081
"6315","48*","48","33","145.45","5","1","v New Zealand","Mount Maunganui","26 Jan 2019","ODI # 4085","MS Dhoni ",28081
"6316","1","1","6","16.66","0","0","v New Zealand","Wellington","3 Feb 2019","ODI # 4092","MS Dhoni ",28081
"6317","59*","59","72","81.94","6","1","v Australia","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","MS Dhoni ",28081
"6318","0","0","1","0.00","0","0","v Australia","Nagpur","5 Mar 2019","ODI # 4106","MS Dhoni ",28081
"6319","26","26","42","61.90","2","1","v Australia","Ranchi","8 Mar 2019","ODI # 4109","MS Dhoni ",28081
"6320","DNB","-","-","-","-","-","v Australia","Melbourne","18 Jan 2019","ODI # 4079","Vijay Shankar",477021
"6321","DNB","-","-","-","-","-","v New Zealand","Napier","23 Jan 2019","ODI # 4082","Vijay Shankar",477021
"6322","DNB","-","-","-","-","-","v New Zealand","Mount Maunganui","26 Jan 2019","ODI # 4085","Vijay Shankar",477021
"6323","45","45","64","70.31","4","0","v New Zealand","Wellington","3 Feb 2019","ODI # 4092","Vijay Shankar",477021
"6324","DNB","-","-","-","-","-","v Australia","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","Vijay Shankar",477021
"6325","46","46","41","112.19","5","1","v Australia","Nagpur","5 Mar 2019","ODI # 4106","Vijay Shankar",477021
"6326","32","32","30","106.66","4","0","v Australia","Ranchi","8 Mar 2019","ODI # 4109","Vijay Shankar",477021
"6327","26","26","15","173.33","1","2","v Australia","Mohali","10 Mar 2019","ODI # 4111","Vijay Shankar",477021
"6328","16","16","21","76.19","0","1","v Australia","Delhi","13 Mar 2019","ODI # 4113","Vijay Shankar",477021
"6329","100*","100","115","86.95","7","1","v Zimbabwe","Harare","11 Jun 2016","ODI # 3742","K. L. Rahul",422108
"6330","33","33","50","66.00","4","0","v Zimbabwe","Harare","13 Jun 2016","ODI # 3744","K. L. Rahul",422108
"6331","63*","63","70","90.00","4","2","v Zimbabwe","Harare","15 Jun 2016","ODI # 3746","K. L. Rahul",422108
"6332","8","8","18","44.44","1","0","v England","Pune","15 Jan 2017","ODI # 3819","K. L. Rahul",422108
"6333","5","5","5","100.00","1","0","v England","Cuttack","19 Jan 2017","ODI # 3821","K. L. Rahul",422108
"6334","11","11","11","100.00","1","1","v England","Kolkata","22 Jan 2017","ODI # 3824","K. L. Rahul",422108
"6335","DNB","-","-","-","-","-","v Sri Lanka","Dambulla","20 Aug 2017","ODI # 3905","K. L. Rahul",422108
